web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaine
1692657749-2124,01/05/2023,26/09/2023,27/09/2023,92,92,Chambre Double ou Lits Jumeaux Économique,,Les Olivades,Gap,,39
1692657749-2125,01/05/2023,26/09/2023,27/09/2023,98,98,Chambre Classique,,Suite Home Briancon Serre Chevalier,Briançon,,39
1692657749-2126,01/05/2023,26/09/2023,27/09/2023,101,101,Petite Chambre Double,,Hôtel & Spa La Ferme de l'Izoard,Arvieux,,39
1692657749-2127,01/05/2023,26/09/2023,27/09/2023,80,80,Chambre Double avec Baignoire,,Logis Le Ceans,Orpierre,,39
1692657749-2128,01/05/2023,26/09/2023,27/09/2023,86,86,Chambre Lits Jumeaux - Vue sur Jardin,,Hôtel Lacour,Eygliers,,39
1692657749-2129,01/05/2023,26/09/2023,27/09/2023,58,58,Chambre Double avec Salle de Bains Privative,,Hotel De La Poste,Espinasses,,39
1692657749-2130,01/05/2023,26/09/2023,27/09/2023,95,95,Chambre Double Confort,,Fifi Moulin,Serres,,39
1692657749-2131,01/05/2023,26/09/2023,27/09/2023,67,67,Chambre Double,,Hôtel Le Michelet,Gap,,39
1692657749-2132,01/05/2023,26/09/2023,27/09/2023,74,74,Chambre Double,,Le Catinat Fleuri,Guillestre,,39
1692657749-2133,01/05/2023,26/09/2023,27/09/2023,96,96,Chambre Double ou Lits Jumeaux,,Hôtel De Paris,Briançon,,39
1692657749-2134,01/05/2023,26/09/2023,27/09/2023,93,93,Chambre Double ou Lits Jumeaux,,Logis - Hotel De La Mairie,Embrun,,39
1692657749-2135,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double - Vue sur Montagne,,La Souloise,Le Dévoluy,,39
1692657749-2136,01/05/2023,26/09/2023,27/09/2023,68,68,Chambre Double,,HOTEL DE LA GARE,Eygliers,,39
1692657749-2137,01/05/2023,26/09/2023,27/09/2023,132,132,Chambre Double ou Lits Jumeaux Supérieure,,Hôtel Restaurant & Spa Les Autanes,Ancelle,,39
1692657749-2138,01/05/2023,26/09/2023,27/09/2023,76,76,Chambre Double Économique,,Hôtel Logis La Crémaillère,Saint-Bonnet-en-Champsaur,,39
1692657749-2139,01/05/2023,26/09/2023,27/09/2023,113,113,Chambre Lits Jumeaux,,Ax Hôtel Spa & Restaurant,Chorges,,39
1692657749-2140,01/05/2023,26/09/2023,27/09/2023,106,106,Chambre Double Standard,,ibis Gap Centre,Gap,,39
1692657749-2141,01/05/2023,26/09/2023,27/09/2023,115,115,Chambre Double Boîte à Chaussures,,Hotel la Robeyere; BW Signature Collection,Embrun,,39
1692657749-2142,01/05/2023,26/09/2023,27/09/2023,46,46,Chambre Triple,,Auberge du prieure,Saint-André-de-Rosans,,39
1692657749-2143,01/05/2023,26/09/2023,27/09/2023,136,136,Chambre Double - Vue sur Montagne,,Hôtel Vauban Briançon Serre Chevalier,Briançon,,39
1692657749-2144,01/05/2023,26/09/2023,27/09/2023,96,96,Chambre Double,,Chalet de Lanza,Abriès,,39
1692657749-2145,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Triple,,Premiere Classe Toulouse Sud Labege,Labège,,39
1692657749-2146,01/05/2023,26/09/2023,27/09/2023,60,60,Chambre Double,,Hôtel du Parc,Salies-du-Salat,,39
1692657749-2147,01/05/2023,26/09/2023,27/09/2023,80,80,Chambre Double,,Hôtel Restaurant du Lauragais LOGIS DE FRANCE,Villefranche-de-Lauragais,,39
1692657749-2148,01/05/2023,26/09/2023,27/09/2023,49,49,Chambre Triple avec 1 Lit Double et 1 Lit Simple,,Premiere Classe Toulouse Sud - Portet,Portet-sur-Garonne,,39
1692657749-2149,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double Classique,,Relais Fasthotel Port Lauragais,Avignonet-de-Lauragais,,39
1692657749-2150,01/05/2023,26/09/2023,27/09/2023,117,117,Chambre Double,,"The Originals Access, Hôtel Innostar",Labège,,39
1692657749-2170,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Triple,,Premiere Classe Toulouse Sud Labege,Labège,,39
1692657749-2171,01/05/2023,26/09/2023,27/09/2023,60,60,Chambre Double,,Hôtel du Parc,Salies-du-Salat,,39
1692657749-2172,01/05/2023,26/09/2023,27/09/2023,80,80,Chambre Double,,Hôtel Restaurant du Lauragais LOGIS DE FRANCE,Villefranche-de-Lauragais,,39
1692657749-2173,01/05/2023,26/09/2023,27/09/2023,49,49,Chambre Triple avec 1 Lit Double et 1 Lit Simple,,Premiere Classe Toulouse Sud - Portet,Portet-sur-Garonne,,39
1692657749-2174,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double Classique,,Relais Fasthotel Port Lauragais,Avignonet-de-Lauragais,,39
1692657749-2175,01/05/2023,26/09/2023,27/09/2023,117,117,Chambre Double,,"The Originals Access, Hôtel Innostar",Labège,,39
1692657749-2195,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Triple,,Premiere Classe Toulouse Sud Labege,Labège,,39
1692657749-2196,01/05/2023,26/09/2023,27/09/2023,60,60,Chambre Double,,Hôtel du Parc,Salies-du-Salat,,39
1692657749-2197,01/05/2023,26/09/2023,27/09/2023,80,80,Chambre Double,,Hôtel Restaurant du Lauragais LOGIS DE FRANCE,Villefranche-de-Lauragais,,39
1692657749-2198,01/05/2023,26/09/2023,27/09/2023,49,49,Chambre Triple avec 1 Lit Double et 1 Lit Simple,,Premiere Classe Toulouse Sud - Portet,Portet-sur-Garonne,,39
1692657749-2199,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double Classique,,Relais Fasthotel Port Lauragais,Avignonet-de-Lauragais,,39
1692657749-2200,01/05/2023,26/09/2023,27/09/2023,117,117,Chambre Double,,"The Originals Access, Hôtel Innostar",Labège,,39
1692657749-2220,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Triple,,Premiere Classe Toulouse Sud Labege,Labège,,39
1692657749-2221,01/05/2023,26/09/2023,27/09/2023,60,60,Chambre Double,,Hôtel du Parc,Salies-du-Salat,,39
1692657749-2222,01/05/2023,26/09/2023,27/09/2023,80,80,Chambre Double,,Hôtel Restaurant du Lauragais LOGIS DE FRANCE,Villefranche-de-Lauragais,,39
1692657749-2223,01/05/2023,26/09/2023,27/09/2023,49,49,Chambre Triple avec 1 Lit Double et 1 Lit Simple,,Premiere Classe Toulouse Sud - Portet,Portet-sur-Garonne,,39
1692657749-2224,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double Classique,,Relais Fasthotel Port Lauragais,Avignonet-de-Lauragais,,39
1692657749-2225,01/05/2023,26/09/2023,27/09/2023,117,117,Chambre Double,,"The Originals Access, Hôtel Innostar",Labège,,39
1692657749-2245,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Triple,,Premiere Classe Toulouse Sud Labege,Labège,,39
1692657749-2246,01/05/2023,26/09/2023,27/09/2023,60,60,Chambre Double,,Hôtel du Parc,Salies-du-Salat,,39
1692657749-2247,01/05/2023,26/09/2023,27/09/2023,80,80,Chambre Double,,Hôtel Restaurant du Lauragais LOGIS DE FRANCE,Villefranche-de-Lauragais,,39
1692657749-2248,01/05/2023,26/09/2023,27/09/2023,49,49,Chambre Triple avec 1 Lit Double et 1 Lit Simple,,Premiere Classe Toulouse Sud - Portet,Portet-sur-Garonne,,39
1692657749-2249,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double Classique,,Relais Fasthotel Port Lauragais,Avignonet-de-Lauragais,,39
1692657749-2250,01/05/2023,26/09/2023,27/09/2023,117,117,Chambre Double,,"The Originals Access, Hôtel Innostar",Labège,,39
1692657749-2270,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Triple,,Premiere Classe Toulouse Sud Labege,Labège,,39
1692657749-2271,01/05/2023,26/09/2023,27/09/2023,60,60,Chambre Double,,Hôtel du Parc,Salies-du-Salat,,39
1692657749-2272,01/05/2023,26/09/2023,27/09/2023,80,80,Chambre Double,,Hôtel Restaurant du Lauragais LOGIS DE FRANCE,Villefranche-de-Lauragais,,39
1692657749-2273,01/05/2023,26/09/2023,27/09/2023,49,49,Chambre Triple avec 1 Lit Double et 1 Lit Simple,,Premiere Classe Toulouse Sud - Portet,Portet-sur-Garonne,,39
1692657749-2274,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double Classique,,Relais Fasthotel Port Lauragais,Avignonet-de-Lauragais,,39
1692657749-2275,01/05/2023,26/09/2023,27/09/2023,117,117,Chambre Double,,"The Originals Access, Hôtel Innostar",Labège,,39
1692657749-2295,01/05/2023,26/09/2023,27/09/2023,62,62,Chambre Double Économique,,Hôtel Restaurant Le Bellevue,Ax-les-Thermes,,39
1692657749-2296,01/05/2023,26/09/2023,27/09/2023,59,59,Chambre Double Standard,,Brit Hotel Confort Foix,Foix,,39
1692657749-2297,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double,,Hôtel Pyrène,Foix,,39
1692657749-2298,01/05/2023,26/09/2023,27/09/2023,42,42,Chambre Triple,,Hôtel Premiere Classe Pamiers,Pamiers,,39
1692657749-2299,01/05/2023,26/09/2023,27/09/2023,42,42,Chambre Double Basique,,Hôtel de la Paix,Luzenac,,39
1692657749-2300,01/05/2023,26/09/2023,27/09/2023,112,112,Chambre Double Prestige,,Hôtel Le Chalet,Ax-les-Thermes,,39
1692657749-2301,01/05/2023,26/09/2023,27/09/2023,58,58,Chambre Lits Jumeaux,,"The Originals Access, Hôtel Foix (P'tit Dej-Hotel)",Foix,,39
1692657749-2302,01/05/2023,26/09/2023,27/09/2023,53,53,Chambre Double,,Auberge du Haut Salat,Seix,,39
1692657749-2303,01/05/2023,26/09/2023,27/09/2023,117,117,Suite Traditionnelle,,Hotel Logis - Chateau de Beauregard,Saint-Girons,,39
1692657749-2304,01/05/2023,26/09/2023,27/09/2023,67,67,Chambre Double Standard,,Hôtel Confort 09 ou HC-09,Tarascon-sur-Ariège,,39
1692657749-2320,01/05/2023,26/09/2023,27/09/2023,62,62,Chambre Double Économique,,Hôtel Restaurant Le Bellevue,Ax-les-Thermes,,39
1692657749-2321,01/05/2023,26/09/2023,27/09/2023,59,59,Chambre Double Standard,,Brit Hotel Confort Foix,Foix,,39
1692657749-2322,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double,,Hôtel Pyrène,Foix,,39
1692657749-2323,01/05/2023,26/09/2023,27/09/2023,42,42,Chambre Triple,,Hôtel Premiere Classe Pamiers,Pamiers,,39
1692657749-2324,01/05/2023,26/09/2023,27/09/2023,42,42,Chambre Double Basique,,Hôtel de la Paix,Luzenac,,39
1692657749-2325,01/05/2023,26/09/2023,27/09/2023,112,112,Chambre Double Prestige,,Hôtel Le Chalet,Ax-les-Thermes,,39
1692657749-2326,01/05/2023,26/09/2023,27/09/2023,58,58,Chambre Lits Jumeaux,,"The Originals Access, Hôtel Foix (P'tit Dej-Hotel)",Foix,,39
1692657749-2327,01/05/2023,26/09/2023,27/09/2023,53,53,Chambre Double,,Auberge du Haut Salat,Seix,,39
1692657749-2328,01/05/2023,26/09/2023,27/09/2023,117,117,Suite Traditionnelle,,Hotel Logis - Chateau de Beauregard,Saint-Girons,,39
1692657749-2329,01/05/2023,26/09/2023,27/09/2023,67,67,Chambre Double Standard,,Hôtel Confort 09 ou HC-09,Tarascon-sur-Ariège,,39
1692657749-2345,01/05/2023,26/09/2023,27/09/2023,106,106,Chambre Double avec Douche - Côté Rue - 1er ou 2ème Étage,,Hôtel la Bona Casa,Collioure,,39
1692657749-2346,01/05/2023,26/09/2023,27/09/2023,47,47,Chambre Triple (1 Lit Double et 1 Lit Simple),,Premiere Classe Perpignan Sud,Perpignan,,39
1692657749-2347,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Double Standard avec Lit Superposé,,Ibis Budget Perpignan Nord Rivesaltes,Rivesaltes,,39
1692657749-2348,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double ou Lits Jumeaux,,Hotel Restaurant L'Espassole,Thuir,,39
1692657749-2349,01/05/2023,26/09/2023,27/09/2023,56,56,Chambre Lits Jumeaux Économique,,L'Oree du Bois,Font-Romeu,,39
1692657749-2350,01/05/2023,26/09/2023,27/09/2023,69,69,Chambre Double,,Hotel de la Plage - Barcares,Le Barcarès,,39
1692657749-2351,01/05/2023,26/09/2023,27/09/2023,163,163,Chambre Lits Jumeaux - Vue sur Mer,,Le Catalan,Banyuls-sur-Mer,,39
1692657749-2352,01/05/2023,26/09/2023,27/09/2023,109,109,Petite Chambre Double avec Balcon - Vue sur Mer,,Hotel La Vigie - Face à la mer,Cerbère,,39
1692657749-2353,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double ou Lits Jumeaux Standard,,Hôtel Princes de Catalogne,Collioure,,39
1692657749-2354,01/05/2023,26/09/2023,27/09/2023,269,269,Chambre Double - Vue sur Mer,,Les Roches Brunes,Collioure,,39
1692657749-2355,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double,,HOTEL LE PESCADOU,"Argeles Plage, Argelès-sur-Mer",,39
1692657749-2356,01/05/2023,26/09/2023,27/09/2023,67,67,Petite Chambre Double,,Hotel La Casa,Le Barcarès,,39
1692657749-2357,01/05/2023,26/09/2023,27/09/2023,99,99,Chambre Confort ,,Hotel Princess,Vernet-les-Bains,,39
1692657749-2358,01/05/2023,26/09/2023,27/09/2023,128,128,Chambre Double Classique,,Le Mas des Citronniers,Collioure,,39
1692657749-2359,01/05/2023,26/09/2023,27/09/2023,47,47,Chambre Double,,Première Classe Perpignan Nord,Rivesaltes,,39
1692657749-2360,01/05/2023,26/09/2023,27/09/2023,154,154,Chambre Double Standard,,La Frégate,Collioure,,39
1692657749-2361,01/05/2023,26/09/2023,27/09/2023,53,53,Chambre Double ou Lits Jumeaux Standard,,Hôtel Acajou,Argelès-sur-Mer,,39
1692657749-2362,01/05/2023,26/09/2023,27/09/2023,122,122,Chambre Lits Jumeaux avec Terrasse,,Hôtel Les Sables - Urban Style,Canet-en-Roussillon,,39
1692657749-2363,01/05/2023,26/09/2023,27/09/2023,85,85,Chambre Double Économique,,"The Originals City, Relax'Otel & Spa, Le Barcarès",Le Barcarès,,39
1692657749-2364,01/05/2023,26/09/2023,27/09/2023,167,167,Chambre Double Supérieure,,Le Château Brangoly - Adults Only,Enveitg,,39
1692657749-2365,01/05/2023,26/09/2023,27/09/2023,64,64,Chambre Double ou Lits Jumeaux - Accessible aux Personnes à Mobilité Réduite,,Hôtel Restaurant Mas del Gall,Castelnou,,39
1692657749-2366,01/05/2023,26/09/2023,27/09/2023,77,77,Chambre Double Standard,,Hotel Vidal,Céret,,39
1692657749-2367,01/05/2023,26/09/2023,27/09/2023,87,87,Chambre Double Côté Nord avec Douche,,Hotel des Pyrénées,Font-Romeu,,39
1692657749-2368,01/05/2023,26/09/2023,27/09/2023,72,72,Chambre Double Économique,,Hotel Sur Le Quai,Port-Vendres,,39
1692657749-2369,01/05/2023,26/09/2023,27/09/2023,86,86,Chambre Double ou Lits Jumeaux Standard,,Hotel Le Clos Cerdan,Mont-Louis,,39
1692657749-2370,01/05/2023,26/09/2023,27/09/2023,106,106,Chambre Double avec Douche - Côté Rue - 1er ou 2ème Étage,,Hôtel la Bona Casa,Collioure,,39
1692657749-2371,01/05/2023,26/09/2023,27/09/2023,47,47,Chambre Triple (1 Lit Double et 1 Lit Simple),,Premiere Classe Perpignan Sud,Perpignan,,39
1692657749-2372,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Double Standard avec Lit Superposé,,Ibis Budget Perpignan Nord Rivesaltes,Rivesaltes,,39
1692657749-2373,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double ou Lits Jumeaux,,Hotel Restaurant L'Espassole,Thuir,,39
1692657749-2374,01/05/2023,26/09/2023,27/09/2023,56,56,Chambre Lits Jumeaux Économique,,L'Oree du Bois,Font-Romeu,,39
1692657749-2375,01/05/2023,26/09/2023,27/09/2023,69,69,Chambre Double,,Hotel de la Plage - Barcares,Le Barcarès,,39
1692657749-2376,01/05/2023,26/09/2023,27/09/2023,163,163,Chambre Lits Jumeaux - Vue sur Mer,,Le Catalan,Banyuls-sur-Mer,,39
1692657749-2377,01/05/2023,26/09/2023,27/09/2023,109,109,Petite Chambre Double avec Balcon - Vue sur Mer,,Hotel La Vigie - Face à la mer,Cerbère,,39
1692657749-2378,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double ou Lits Jumeaux Standard,,Hôtel Princes de Catalogne,Collioure,,39
1692657749-2379,01/05/2023,26/09/2023,27/09/2023,269,269,Chambre Double - Vue sur Mer,,Les Roches Brunes,Collioure,,39
1692657749-2380,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double,,HOTEL LE PESCADOU,"Argeles Plage, Argelès-sur-Mer",,39
1692657749-2381,01/05/2023,26/09/2023,27/09/2023,67,67,Petite Chambre Double,,Hotel La Casa,Le Barcarès,,39
1692657749-2382,01/05/2023,26/09/2023,27/09/2023,99,99,Chambre Confort ,,Hotel Princess,Vernet-les-Bains,,39
1692657749-2383,01/05/2023,26/09/2023,27/09/2023,128,128,Chambre Double Classique,,Le Mas des Citronniers,Collioure,,39
1692657749-2384,01/05/2023,26/09/2023,27/09/2023,47,47,Chambre Double,,Première Classe Perpignan Nord,Rivesaltes,,39
1692657749-2385,01/05/2023,26/09/2023,27/09/2023,154,154,Chambre Double Standard,,La Frégate,Collioure,,39
1692657749-2386,01/05/2023,26/09/2023,27/09/2023,53,53,Chambre Double ou Lits Jumeaux Standard,,Hôtel Acajou,Argelès-sur-Mer,,39
1692657749-2387,01/05/2023,26/09/2023,27/09/2023,122,122,Chambre Lits Jumeaux avec Terrasse,,Hôtel Les Sables - Urban Style,Canet-en-Roussillon,,39
1692657749-2388,01/05/2023,26/09/2023,27/09/2023,85,85,Chambre Double Économique,,"The Originals City, Relax'Otel & Spa, Le Barcarès",Le Barcarès,,39
1692657749-2389,01/05/2023,26/09/2023,27/09/2023,167,167,Chambre Double Supérieure,,Le Château Brangoly - Adults Only,Enveitg,,39
1692657749-2390,01/05/2023,26/09/2023,27/09/2023,64,64,Chambre Double ou Lits Jumeaux - Accessible aux Personnes à Mobilité Réduite,,Hôtel Restaurant Mas del Gall,Castelnou,,39
1692657749-2391,01/05/2023,26/09/2023,27/09/2023,77,77,Chambre Double Standard,,Hotel Vidal,Céret,,39
1692657749-2392,01/05/2023,26/09/2023,27/09/2023,87,87,Chambre Double Côté Nord avec Douche,,Hotel des Pyrénées,Font-Romeu,,39
1692657749-2393,01/05/2023,26/09/2023,27/09/2023,72,72,Chambre Double Économique,,Hotel Sur Le Quai,Port-Vendres,,39
1692657749-2394,01/05/2023,26/09/2023,27/09/2023,86,86,Chambre Double ou Lits Jumeaux Standard,,Hotel Le Clos Cerdan,Mont-Louis,,39
1692657749-2395,01/05/2023,26/09/2023,27/09/2023,106,106,Chambre Double avec Douche - Côté Rue - 1er ou 2ème Étage,,Hôtel la Bona Casa,Collioure,,39
1692657749-2396,01/05/2023,26/09/2023,27/09/2023,47,47,Chambre Triple (1 Lit Double et 1 Lit Simple),,Premiere Classe Perpignan Sud,Perpignan,,39
1692657749-2397,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Double Standard avec Lit Superposé,,Ibis Budget Perpignan Nord Rivesaltes,Rivesaltes,,39
1692657749-2398,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double ou Lits Jumeaux,,Hotel Restaurant L'Espassole,Thuir,,39
1692657749-2399,01/05/2023,26/09/2023,27/09/2023,56,56,Chambre Lits Jumeaux Économique,,L'Oree du Bois,Font-Romeu,,39
1692657749-2400,01/05/2023,26/09/2023,27/09/2023,69,69,Chambre Double,,Hotel de la Plage - Barcares,Le Barcarès,,39
1692657749-2401,01/05/2023,26/09/2023,27/09/2023,163,163,Chambre Lits Jumeaux - Vue sur Mer,,Le Catalan,Banyuls-sur-Mer,,39
1692657749-2402,01/05/2023,26/09/2023,27/09/2023,109,109,Petite Chambre Double avec Balcon - Vue sur Mer,,Hotel La Vigie - Face à la mer,Cerbère,,39
1692657749-2403,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double ou Lits Jumeaux Standard,,Hôtel Princes de Catalogne,Collioure,,39
1692657749-2404,01/05/2023,26/09/2023,27/09/2023,269,269,Chambre Double - Vue sur Mer,,Les Roches Brunes,Collioure,,39
1692657749-2405,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double,,HOTEL LE PESCADOU,"Argeles Plage, Argelès-sur-Mer",,39
1692657749-2406,01/05/2023,26/09/2023,27/09/2023,67,67,Petite Chambre Double,,Hotel La Casa,Le Barcarès,,39
1692657749-2407,01/05/2023,26/09/2023,27/09/2023,99,99,Chambre Confort ,,Hotel Princess,Vernet-les-Bains,,39
1692657749-2408,01/05/2023,26/09/2023,27/09/2023,128,128,Chambre Double Classique,,Le Mas des Citronniers,Collioure,,39
1692657749-2409,01/05/2023,26/09/2023,27/09/2023,47,47,Chambre Double,,Première Classe Perpignan Nord,Rivesaltes,,39
1692657749-2410,01/05/2023,26/09/2023,27/09/2023,154,154,Chambre Double Standard,,La Frégate,Collioure,,39
1692657749-2411,01/05/2023,26/09/2023,27/09/2023,53,53,Chambre Double ou Lits Jumeaux Standard,,Hôtel Acajou,Argelès-sur-Mer,,39
1692657749-2412,01/05/2023,26/09/2023,27/09/2023,122,122,Chambre Lits Jumeaux avec Terrasse,,Hôtel Les Sables - Urban Style,Canet-en-Roussillon,,39
1692657749-2413,01/05/2023,26/09/2023,27/09/2023,85,85,Chambre Double Économique,,"The Originals City, Relax'Otel & Spa, Le Barcarès",Le Barcarès,,39
1692657749-2414,01/05/2023,26/09/2023,27/09/2023,167,167,Chambre Double Supérieure,,Le Château Brangoly - Adults Only,Enveitg,,39
1692657749-2415,01/05/2023,26/09/2023,27/09/2023,64,64,Chambre Double ou Lits Jumeaux - Accessible aux Personnes à Mobilité Réduite,,Hôtel Restaurant Mas del Gall,Castelnou,,39
1692657749-2416,01/05/2023,26/09/2023,27/09/2023,77,77,Chambre Double Standard,,Hotel Vidal,Céret,,39
1692657749-2417,01/05/2023,26/09/2023,27/09/2023,87,87,Chambre Double Côté Nord avec Douche,,Hotel des Pyrénées,Font-Romeu,,39
1692657749-2418,01/05/2023,26/09/2023,27/09/2023,72,72,Chambre Double Économique,,Hotel Sur Le Quai,Port-Vendres,,39
1692657749-2419,01/05/2023,26/09/2023,27/09/2023,86,86,Chambre Double ou Lits Jumeaux Standard,,Hotel Le Clos Cerdan,Mont-Louis,,39
1692657749-2420,01/05/2023,26/09/2023,27/09/2023,106,106,Chambre Double avec Douche - Côté Rue - 1er ou 2ème Étage,,Hôtel la Bona Casa,Collioure,,39
1692657749-2421,01/05/2023,26/09/2023,27/09/2023,47,47,Chambre Triple (1 Lit Double et 1 Lit Simple),,Premiere Classe Perpignan Sud,Perpignan,,39
1692657749-2422,01/05/2023,26/09/2023,27/09/2023,55,55,Chambre Double Standard avec Lit Superposé,,Ibis Budget Perpignan Nord Rivesaltes,Rivesaltes,,39
1692657749-2423,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double ou Lits Jumeaux,,Hotel Restaurant L'Espassole,Thuir,,39
1692657749-2424,01/05/2023,26/09/2023,27/09/2023,56,56,Chambre Lits Jumeaux Économique,,L'Oree du Bois,Font-Romeu,,39
1692657749-2425,01/05/2023,26/09/2023,27/09/2023,69,69,Chambre Double,,Hotel de la Plage - Barcares,Le Barcarès,,39
1692657749-2426,01/05/2023,26/09/2023,27/09/2023,163,163,Chambre Lits Jumeaux - Vue sur Mer,,Le Catalan,Banyuls-sur-Mer,,39
1692657749-2427,01/05/2023,26/09/2023,27/09/2023,109,109,Petite Chambre Double avec Balcon - Vue sur Mer,,Hotel La Vigie - Face à la mer,Cerbère,,39
1692657749-2428,01/05/2023,26/09/2023,27/09/2023,79,79,Chambre Double ou Lits Jumeaux Standard,,Hôtel Princes de Catalogne,Collioure,,39
1692657749-2429,01/05/2023,26/09/2023,27/09/2023,269,269,Chambre Double - Vue sur Mer,,Les Roches Brunes,Collioure,,39
1692657749-2430,01/05/2023,26/09/2023,27/09/2023,66,66,Chambre Double,,HOTEL LE PESCADOU,"Argeles Plage, Argelès-sur-Mer",,39
